audit_group,audit_rank,date,event_key,tour_level,gender,surface,tournament,round,player_1,player_2,winner_side,actual_winner,selection,selected_side,side_check,home_player_assumption,away_player_assumption,home_odds,away_odds,selected_odds,odds_source,model_probability,book_probability_devig,edge,ev,won,profit,score,status,model,tle_match_id
top_lost_value_by_ev,21,2026-06-05,12133945,itf,women,unknown,W15 Ontinyent (Spain),,M. Nuudi,R. Gonzalez Vilar,player_1,Maileen Nuudi,Raquel Gonzalez Vilar,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.68,2.22,2.22,Pncl,0.559575,0.430769,0.128806,0.242256,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12133945
top_lost_value_by_ev,22,2026-06-09,12134609,itf,men,hard,M15 Tokyo,,N. Honda,H. Heck,player_1,Naoya Honda,Hunter Heck,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.83,1.99,1.99,Pncl,0.619949,0.479058,0.140891,0.233699,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12134609
top_lost_value_by_ev,23,2026-06-05,12133866,itf,women,unknown,W15 Monastir 16,,M. Oliver Sanchez,V. Mincheva,player_1,Maria Oliver Sanchez,Vlada Mincheva,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.66,2.25,2.25,Pncl,0.527398,0.424552,0.102846,0.186646,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12133866
top_lost_value_by_ev,24,2026-06-04,12133609,itf,men,unknown,M15 Rosbach (Germany),,D. Markovina,T. Al Azmeh,player_2,Taym Al Azmeh,Duje Markovina,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,2.05,1.78,2.05,Pncl,0.573955,0.464752,0.109203,0.176608,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12133609
top_lost_value_by_ev,25,2026-06-06,12134091,itf,men,clay,M15 Szentendre,,V. Orlov,P. Makk,player_2,Peter Makk,Vladyslav Orlov,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,2.29,1.64,2.29,Pncl,0.51259,0.417303,0.095287,0.173831,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12134091
top_lost_value_by_ev,26,2026-06-03,12133128,itf,men,unknown,M15 Monastir 21,,B. Willwerth,N. Tepmahc,player_1,Benjamin Willwerth,Nicolas Tepmahc,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.92,1.9,1.9,Pncl,0.61603,0.502618,0.113412,0.170457,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12133128
top_lost_value_by_ev,27,2026-06-05,12133988,itf,women,hard,"W15 Lakewood, CA 2",,T. Evans,K. Evans,player_1,Tatum Evans,Kailey Evans,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.62,2.32,2.32,Pncl,0.501835,0.411168,0.090667,0.164257,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12133988
top_lost_value_by_ev,28,2026-06-06,12134136,itf,women,clay,W15 Banja Luka,,E. Haavisto,L. Petruzelova,player_2,Lucie Petruzelova,Ella Haavisto,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.91,1.91,1.91,Pncl,0.606229,0.5,0.106229,0.157897,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12134136
top_lost_value_by_ev,29,2026-06-09,12134607,itf,men,hard,M15 Tokyo,,N. Nakagawa,T. Kumasaka,player_2,Takuya Kumasaka,Naoki Nakagawa,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,2.25,1.66,2.25,Pncl,0.513003,0.424552,0.088451,0.154257,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12134607
top_lost_value_by_ev,30,2026-06-09,12135205,itf,women,clay,W35 Cuiaba,,G. Price,A. Candiotto,player_1,Gabriella Price,Ana Candiotto,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.99,1.83,1.83,Pncl,0.630478,0.520942,0.109536,0.153775,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12135205
top_lost_value_by_ev,31,2026-06-05,12133817,itf,men,hard,M15 Luan 3,,Y. Zeng,T. Huang,player_1,Yaojie Zeng,Tsung Hao Huang,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.72,2.15,2.15,Pncl,0.530541,0.444444,0.086097,0.140663,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12133817
top_lost_value_by_ev,32,2026-06-09,12134807,itf,women,unknown,W15 Madrid 2,,M. Makarova,A. Lahey,player_1,Marta Mariia Makarova,Ashley Lahey,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,2.05,1.67,1.67,fallback_median_pair,0.673317,0.551075,0.122242,0.124439,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12134807
top_lost_value_by_ev,33,2026-06-04,12133522,itf,men,clay,M15 Kursumlijska Banja 3,,S. Planella Hernandez,A. Pisaric,player_2,Aleksa Pisaric,Sergio Planella Hernandez,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,2.1,1.75,2.1,Pncl,0.534033,0.454545,0.079488,0.121469,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12133522
top_lost_value_by_ev,34,2026-06-04,12133714,itf,women,unknown,W100 Sumter,,K. Collins,A. Herrero Linana,player_1,Kylie Collins,Alicia Herrero Linana,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.83,2.0,2.0,Pncl,0.552406,0.477807,0.074599,0.104812,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12133714
top_lost_value_by_ev,35,2026-06-03,12133293,itf,men,unknown,M15 Rosbach (Germany),,M. Dedura-Palomero,C. Hewitt,player_1,Mariano Dedura Palomero,Cruz Hewitt,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,2.28,1.64,1.64,Pncl,0.672293,0.581633,0.09066,0.102561,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12133293
top_lost_value_by_ev,36,2026-06-04,12133112,itf,women,clay,W15 Banja Luka,,S. Breen,M. Jovanovic,player_2,Mirjana Jovanovic,Saoirse Breen,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,2.18,1.7,2.18,Pncl,0.505032,0.438144,0.066888,0.10097,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12133112
top_lost_value_by_ev,37,2026-06-04,12133613,itf,women,unknown,W15 Ontinyent (Spain),,A. Lahey,M. Nuudi,player_2,Maileen Nuudi,Ashley Lahey,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.5,2.63,1.5,Pncl,0.723564,0.636804,0.08676,0.085346,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12133613
top_lost_value_by_ev,38,2026-06-08,12134559,itf,men,clay,M15 Messina,,D. Bagnolini,J. Bilardo,player_2,Jacopo Bilardo,Daniel Bagnolini,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,2.065,1.67,2.065,fallback_median_pair,0.524411,0.447122,0.077289,0.082909,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12134559
top_lost_value_by_ev,39,2026-06-09,12134608,itf,men,hard,M15 Tokyo,,R. Takahata,S. Tange,player_1,Riku Takahata,Saki Tange,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.91,1.91,1.91,Pncl,0.566264,0.5,0.066264,0.081564,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12134608
top_lost_value_by_ev,40,2026-06-09,12135007,itf,men,clay,M15 Messina,,L. Beraldo,I. Miletich,player_1,Lorenzo Beraldo,Iannis Miletich,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,2.08,1.66,1.66,fallback_median_pair,0.650404,0.55615,0.094254,0.079671,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12135007
top_lost_value_by_ev,41,2026-06-06,12134065,itf,women,clay,W75 Caserta,,F. Urgesi,D. Chiesa,player_1,Federica Urgesi,Deborah Chiesa,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.75,2.1,2.1,Pncl,0.507244,0.454545,0.052699,0.065212,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12134065
top_lost_value_by_ev,42,2026-06-05,12133813,itf,men,hard,M15 Harmon,,Y. Kusuhara,Y. Kadiri Hassani,player_2,Youssef Kadiri Hassani,Yusuke Kusuhara,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.76,2.08,1.76,Pncl,0.604132,0.541667,0.062465,0.063272,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12133813
top_lost_value_by_ev,43,2026-06-06,12134045,itf,men,hard,M15 Harmon,,Y. Kadiri Hassani,H. Koyama,player_1,Youssef Kadiri Hassani,Hiromasa Koyama,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.9,1.92,1.92,Pncl,0.552389,0.497382,0.055007,0.060587,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12134045
top_lost_value_by_ev,44,2026-06-03,12132678,atp_wta,men,clay,French Open,,F. Auger-Aliassime,F. Cobolli,player_2,Flavio Cobolli,Felix Auger Aliassime,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.88,2.03,1.88,Pncl,0.561045,0.519182,0.041863,0.054765,False,-1.0,,Finished,main_tour_80_level_20_surface,api_tennis_12132678
top_lost_value_by_ev,45,2026-06-04,12133181,itf,women,clay,W15 Osijek,,T. Sramkova,K. Roso,player_1,Tamara Sramkova,Korina Roso,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,2.06,1.78,1.78,Pncl,0.585907,0.536458,0.049449,0.042914,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12133181
top_lost_value_by_ev,46,2026-06-09,12135204,itf,women,clay,W35 Cuiaba,,C. Melleiro,M. Gomez Pezuela Cano,player_1,Catarina Melleiro,Marian Gomez Pezuela Cano,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,2.22,1.68,1.68,Pncl,0.61571,0.569231,0.046479,0.034393,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12135204
top_lost_value_by_ev,47,2026-06-09,12134606,itf,men,hard,M15 Tokyo,,S. Hazawa,Y. Kikuchi,player_1,Shinji Hazawa,Yuta Kikuchi,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.97,1.85,1.85,Pncl,0.558791,0.515707,0.043084,0.033763,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12134606
top_lost_value_by_ev,48,2026-06-03,12133307,itf,women,clay,W15 Casablanca,,Z. Desai,D. El Jardi,player_2,Diae El Jardi,Zeel Desai,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.46,2.74,1.46,Pncl,0.702299,0.652381,0.049918,0.025357,False,-1.0,,Finished,itf_100_level_overall,api_tennis_12133307
top_won_underdogs,1,2026-06-03,12133305,itf,women,clay,W15 Casablanca,,B. Liotto de Carvalho,Z. El Mouttaki,player_2,Zineb El Mouttaki,Zineb El Mouttaki,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.11,6.78,6.78,Pncl,0.607845,0.140684,0.467161,3.121189,True,5.78,,Finished,itf_100_level_overall,api_tennis_12133305
top_won_underdogs,2,2026-06-03,12133373,itf,women,unknown,W15 Brasilia (Brazil),,B. Guerra,C. Xavier Laydner,player_1,Beatriz Guerra,Beatriz Guerra,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,5.71,1.15,5.71,Pncl,0.521109,0.167638,0.353471,1.975532,True,4.71,,Finished,itf_100_level_overall,api_tennis_12133373
top_won_underdogs,3,2026-06-04,12132733,itf,women,clay,W15 Focsani,,A. Safta,A. Vasilescu,player_1,Anastasia Safta,Anastasia Safta,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,4.66,1.14,4.66,fallback_median_pair,0.509384,0.196552,0.312832,1.373729,True,3.66,,Finished,itf_100_level_overall,api_tennis_12132733
top_won_underdogs,4,2026-06-03,12133153,itf,women,clay,W15 Kursumlijska Banja 3,,E. Milutinovic,N. Mladenovic,player_1,Elena Milutinovic,Elena Milutinovic,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,4.24,1.23,4.24,Pncl,0.546533,0.224863,0.32167,1.3173,True,3.24,,Finished,itf_100_level_overall,api_tennis_12133153
top_won_underdogs,5,2026-06-03,12132927,itf,women,clay,W75 Caserta,,N. Basiletti,G. Ce,player_2,Gabriela Ce,Gabriela Ce,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.24,4.18,4.18,Pncl,0.504062,0.228782,0.27528,1.106979,True,3.18,,Finished,itf_100_level_overall,api_tennis_12132927
top_won_underdogs,6,2026-06-04,12133708,itf,women,clay,W15 Casablanca,,D. El Jardi,C. Dibenedetto,player_2,Carolina Dibenedetto,Carolina Dibenedetto,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.24,4.16,4.16,Pncl,0.554455,0.22963,0.324825,1.306533,True,3.16,,Finished,itf_100_level_overall,api_tennis_12133708
top_won_underdogs,7,2026-06-07,12134327,itf,women,unknown,W15 Ontinyent (Spain),,C. Gallardo Guevara,N. Torner Sensano,player_1,Carmen Gallardo Guevara,Carmen Gallardo Guevara,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,3.51,1.31,3.51,Pncl,0.518535,0.271784,0.246751,0.820058,True,2.51,,Finished,itf_100_level_overall,api_tennis_12134327
top_won_underdogs,8,2026-06-06,12134016,itf,men,clay,M25 Cuiaba,,M. Pucinelli de Almeida,G. Villanueva,player_2,Gonzalo Villanueva,Gonzalo Villanueva,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.33,3.1,3.1,fallback_median_pair,0.560694,0.300226,0.260468,0.738151,True,2.1,,Finished,itf_100_level_overall,api_tennis_12134016
top_won_underdogs,9,2026-06-04,12133523,itf,men,clay,M15 Kursumlijska Banja 3,,A. Mujakic,W. Mirarchi,player_2,William Mirarchi,William Mirarchi,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.39,3.06,3.06,Pncl,0.561817,0.31236,0.249457,0.71916,True,2.06,,Finished,itf_100_level_overall,api_tennis_12133523
top_won_underdogs,10,2026-06-06,12134083,itf,women,clay,W15 Kursumlijska Banja 3,,L. Encheva,N. Senic,player_1,Lidia Encheva,Lidia Encheva,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,3.06,1.39,3.06,Pncl,0.500792,0.31236,0.188432,0.532424,True,2.06,,Finished,itf_100_level_overall,api_tennis_12134083
top_won_underdogs,11,2026-06-09,12134811,itf,women,unknown,W35 Nice + H (France),,G. Ce,I. Ivanova,player_2,Iva Ivanova,Iva Ivanova,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.4,3.0,3.0,Pncl,0.502401,0.318182,0.184219,0.507203,True,2.0,,Finished,itf_100_level_overall,api_tennis_12134811
top_won_underdogs,12,2026-06-04,12133557,itf,women,clay,W75 Caserta,,M. Trevisan,D. Chiesa,player_2,Deborah Chiesa,Deborah Chiesa,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.43,2.88,2.88,Pncl,0.652061,0.331787,0.320274,0.877936,True,1.88,,Finished,itf_100_level_overall,api_tennis_12133557
top_won_underdogs,13,2026-06-04,12133074,itf,men,unknown,M25 Caltanissetta (Italy),,F. Tabacco,R. Izquierdo Luque,player_2,Rafael Izquierdo Luque,Rafael Izquierdo Luque,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.45,2.81,2.81,Pncl,0.508383,0.340376,0.168007,0.428556,True,1.81,,Finished,itf_100_level_overall,api_tennis_12133074
top_won_underdogs,14,2026-06-03,12132918,itf,women,hard,W50 Montemor-o-Novo,,S. Broadus,V. Morvayova,player_2,Viktoria Morvayova,Viktoria Morvayova,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.42,2.76,2.76,Pncl,0.570914,0.339713,0.231201,0.575723,True,1.76,,Finished,itf_100_level_overall,api_tennis_12132918
top_won_underdogs,15,2026-06-04,12133183,itf,women,clay,W15 Osijek,,K. Kajabova,S. Pushkar,player_1,Klara Kajabova,Klara Kajabova,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,2.7,1.48,2.7,Pncl,0.51464,0.354067,0.160573,0.389528,True,1.7,,Finished,itf_100_level_overall,api_tennis_12133183
top_won_underdogs,16,2026-06-04,12133366,itf,men,clay,M25 Cuiaba,,N. Zanellato,N. Oliveira,player_2,Nicolas Oliveira,Nicolas Oliveira,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.51,2.6,2.6,Pncl,0.533654,0.367397,0.166257,0.3875,True,1.6,,Finished,itf_100_level_overall,api_tennis_12133366
top_won_underdogs,17,2026-06-04,12133664,itf,women,unknown,W100 Sumter,,M. Brengle,E. Cayetano,player_2,Eryn Cayetano,Eryn Cayetano,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.52,2.58,2.58,Pncl,0.513805,0.370732,0.143073,0.325617,True,1.58,,Finished,itf_100_level_overall,api_tennis_12133664
top_won_underdogs,18,2026-06-04,12133237,itf,women,hard,W15 Kayseri 3,,A. Kakenova,S. Toregen,player_2,Satima Toregen,Satima Toregen,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.52,2.57,2.57,Pncl,0.556137,0.371638,0.184499,0.429272,True,1.57,,Finished,itf_100_level_overall,api_tennis_12133237
top_won_underdogs,19,2026-06-03,12133415,itf,men,hard,"M15 Lakewood, CA 2",,N. Niedner,R. Falck,player_1,Neo Niedner,Neo Niedner,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,2.53,1.53,2.53,Pncl,0.563272,0.376847,0.186425,0.425078,True,1.53,,Finished,itf_100_level_overall,api_tennis_12133415
top_won_underdogs,20,2026-06-05,12133878,itf,men,clay,M15 Kursumlijska Banja 3,,A. Pisaric,A. Yazdani,player_2,Ali Yazdani,Ali Yazdani,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.54,2.52,2.52,Pncl,0.54549,0.37931,0.16618,0.374635,True,1.52,,Finished,itf_100_level_overall,api_tennis_12133878
top_won_underdogs,21,2026-06-03,12133229,itf,men,clay,M15 Szentendre,,J. Hrazdil,P. Galus,player_2,Piotr Galus,Piotr Galus,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.55,2.5,2.5,Pncl,0.616409,0.382716,0.233693,0.541022,True,1.5,,Finished,itf_100_level_overall,api_tennis_12133229
top_won_underdogs,22,2026-06-04,12133560,itf,women,clay,W75 Caserta,,A. Mazzola,A. Zantedeschi,player_1,Alessandra Mazzola,Alessandra Mazzola,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,2.47,1.56,2.47,Pncl,0.547617,0.387097,0.16052,0.352614,True,1.47,,Finished,itf_100_level_overall,api_tennis_12133560
top_won_underdogs,23,2026-06-03,12133417,itf,men,hard,"M15 Lakewood, CA 2",,E. van Loben Sels,I. Vasa,player_2,Iiro Vasa,Iiro Vasa,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.56,2.46,2.46,Pncl,0.545389,0.38806,0.157329,0.341657,True,1.46,,Finished,itf_100_level_overall,api_tennis_12133417
top_won_underdogs,24,2026-06-03,12133055,itf,men,hard,M15 Harmon,,M. Kleiman,R. Minakata,player_1,Matt Kleiman,Matt Kleiman,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,2.43,1.57,2.43,Pncl,0.52138,0.3925,0.12888,0.266953,True,1.43,,Finished,itf_100_level_overall,api_tennis_12133055
top_won_underdogs,25,2026-06-07,12134208,itf,women,clay,W15 Banja Luka,,A. Korpanec Davies,L. Petruzelova,player_2,Lucie Petruzelova,Lucie Petruzelova,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.57,2.43,2.43,Pncl,0.515986,0.3925,0.123486,0.253846,True,1.43,,Finished,itf_100_level_overall,api_tennis_12134208
top_won_underdogs,26,2026-06-03,12133118,itf,women,unknown,W15 Monastir 16,,L. Ayala,A. Urso,player_2,Aurora Urso,Aurora Urso,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.6,2.37,2.37,Pncl,0.557959,0.403023,0.154936,0.322363,True,1.37,,Finished,itf_100_level_overall,api_tennis_12133118
top_won_underdogs,27,2026-06-05,12133886,itf,men,clay,M15 Tsaghkadzor 2,,K. Knitter,A. Majchrzak,player_1,Kacper Knitter,Kacper Knitter,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,2.33,1.62,2.33,Pncl,0.523686,0.410127,0.113559,0.220188,True,1.33,,Finished,itf_100_level_overall,api_tennis_12133886
top_won_underdogs,28,2026-06-06,12134048,itf,women,clay,W75 Caserta,,N. Schunk,A. Mazzola,player_2,Alessandra Mazzola,Alessandra Mazzola,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.62,2.31,2.31,Pncl,0.530755,0.412214,0.118541,0.226044,True,1.31,,Finished,itf_100_level_overall,api_tennis_12134048
top_won_underdogs,29,2026-06-07,12134458,itf,men,hard,"M15 Lakewood, CA 2",,O. Bonding,O. Ojakaar,player_1,Oliver Bonding,Oliver Bonding,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,2.25,1.66,2.25,Pncl,0.5313,0.424552,0.106748,0.195425,True,1.25,,Finished,itf_100_level_overall,api_tennis_12134458
top_won_underdogs,30,2026-06-09,12134810,itf,women,unknown,W15 Monastir 17,,S. Garakani,M. Ben Ezzedine,player_2,Meriem Ben Ezzedine,Meriem Ben Ezzedine,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.66,2.25,2.25,Pncl,0.519579,0.424552,0.095027,0.169053,True,1.25,,Finished,itf_100_level_overall,api_tennis_12134810
top_won_underdogs,31,2026-06-03,12133387,itf,women,unknown,W100 Sumter,,E. Khayrutdinova,C. Brace,player_2,Cadence Brace,Cadence Brace,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.68,2.21,2.21,Pncl,0.555515,0.431877,0.123638,0.227688,True,1.21,,Finished,itf_100_level_overall,api_tennis_12133387
top_won_underdogs,32,2026-06-03,12133372,itf,women,unknown,W15 Brasilia (Brazil),,B. Bernardes,C. Melleiro,player_1,Bianca Bernardes,Bianca Bernardes,Home,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,2.18,1.7,2.18,Pncl,0.530421,0.438144,0.092277,0.156318,True,1.18,,Finished,itf_100_level_overall,api_tennis_12133372
top_won_underdogs,33,2026-06-06,12134085,itf,men,clay,M15 Kursumlijska Banja 3,,L. Gagliardo,A. Arzhankin,player_2,Anton Arzhankin,Anton Arzhankin,Away,CHECK: actual_winner != winner_side player,Home = player_1,Away = player_2,1.71,2.16,2.16,Pncl,0.500726,0.44186,0.058866,0.081568,True,1.16,,Finished,itf_100_level_overall,api_tennis_12134085
